geneID	gene_name	description	chrom	desc	start	stop	strand
793	CALB1	calbindin 1	8	gene	91070836	91095109	-
100874052	LINC00534	long intergenic non-protein coding RNA 534	8	gene	91233716	91400187	+
101937451	LINC01030	long intergenic non-protein coding RNA 1030	8	gene	91605003	91618291	-
169200	TMEM64	transmembrane protein 64	8	gene	91634223	91658133	-
64168	NECAB1	N-terminal EF-hand calcium binding protein 1	8	gene	91803921	91971630	+
100127983	C8orf88	chromosome 8 open reading frame 88	8	gene	91970706	91997485	-
55529	TMEM55A	transmembrane protein 55A	8	gene	92006499	92053203	-
100506365	OTUD6B-AS1	OTUD6B antisense RNA 1 (head to head)	8	gene	92072134	92082417	-
51633	OTUD6B	OTU domain containing 6B	8	gene	92082424	92099323	+
100130742	LRRC69	leucine rich repeat containing 69	8	gene	92114847	92231464	+
100616245	MIR4661	microRNA 4661	8	gene	92217713	92217787	+
115111	SLC26A7	solute carrier family 26 member 7	8	gene	92221722	92410383	+
862	RUNX1T1	RUNX1 translocation partner 1	8	gene	92967195	93115454	-
102724710	LOC102724710	uncharacterized LOC102724710	8	gene	93577671	93667722	-
441369	FLJ46284	uncharacterized LOC441369	8	gene	93725190	93798288	-
286144	TRIQK	triple QxxK/R motif containing	8	gene	93895758	93978372	-
102467005	MIR8084	microRNA 8084	8	gene	94041979	94042067	+
389676	C8orf87	chromosome 8 open reading frame 87	8	gene	94146324	94179079	-
642924	LINC00535	long intergenic non-protein coding RNA 535	8	gene	94358695	94712661	-
137392	FAM92A	family with sequence similarity 92 member A	8	gene	94712735	94741478	+
389677	RBM12B	RNA binding motif protein 12B	8	gene	94743728	94753224	-
55472	RBM12B-AS1	RBM12B antisense RNA 1	8	gene	94752339	94753047	+
91147	TMEM67	transmembrane protein 67	8	gene	94767072	94831462	+
100616169	MIR378D2	microRNA 378d-2	8	gene	94928250	94928347	-
54704	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	8	gene	94929083	94938296	+
1015	CDH17	cadherin 17	8	gene	95139394	95229531	-
2669	GEM	GTP binding protein overexpressed in skeletal muscle	8	gene	95261481	95274547	-
25788	RAD54B	RAD54 homolog B (S. cerevisiae)	8	gene	95384188	95487343	-
100861412	FSBP	fibrinogen silencer binding protein	8	gene	95439940	95449180	-
25962	KIAA1429	KIAA1429	8	gene	95500005	95565746	-
100288748	LOC100288748	uncharacterized LOC100288748	8	gene	95649513	95651695	-
54845	ESRP1	epithelial splicing regulatory protein 1	8	gene	95653364	95719694	+
286148	DPY19L4	dpy-19 like 4 (C. elegans)	8	gene	95732103	95806076	+
55656	INTS8	integrator complex subunit 8	8	gene	95835518	95892721	+
9134	CCNE2	cyclin E2	8	gene	95892452	95907482	-
94241	TP53INP1	tumor protein p53 inducible nuclear protein 1	8	gene	95938200	95961615	-
137682	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	8	gene	96037203	96070944	+
105375650	LOC105375650	uncharacterized LOC105375650	8	gene	96079036	96085410	-
100500907	MIR3150B	microRNA 3150b	8	gene	96085139	96085224	-
100422964	MIR3150A	microRNA 3150a	8	gene	96085142	96085221	+
79666	PLEKHF2	pleckstrin homology and FYVE domain containing 2	8	gene	96145949	96168913	+
619344	LINC01298	long intergenic non-protein coding RNA 1298	8	gene	96219235	96228602	-
157657	C8orf37	chromosome 8 open reading frame 37	8	gene	96257141	96281462	-
100616530	C8orf37-AS1	C8orf37 antisense RNA 1	8	gene	96281064	96822371	+
100189248	TRNAS20		8	gene	96281885	96281966	-
392255	GDF6	growth differentiation factor 6	8	gene	97154561	97173020	-
7381	UQCRB	ubiquinol-cytochrome c reductase binding protein	8	gene	97238904	97247862	-
51001	MTERF3	mitochondrial transcription termination factor 3	8	gene	97251626	97273841	-
9791	PTDSS1	phosphatidylserine synthase 1	8	gene	97274114	97346780	+
102724804	LOC102724804	uncharacterized LOC102724804	8	gene	97384154	97399666	-
6383	SDC2	syndecan 2	8	gene	97505882	97624037	+
10404	CPQ	carboxypeptidase Q	8	gene	97657455	98155731	+
101927066	LOC101927066	uncharacterized LOC101927066	8	gene	97964092	98458725	-
85453	TSPYL5	TSPY like 5	8	gene	98285714	98290176	-
92140	MTDH	metadherin	8	gene	98656407	98742488	+
55353	LAPTM4B	lysosomal protein transmembrane 4 beta	8	gene	98787809	98864830	+
4147	MATN2	matrilin 2	8	gene	98881249	99048948	+
6156	RPL30	ribosomal protein L30	8	gene	99053938	99057818	-
26775	SNORA72	small nucleolar RNA%2C H/ACA box 72	8	gene	99054314	99054445	-
203111	ERICH5	glutamate rich 5	8	gene	99076750	99105838	+
10247	RIDA	reactive intermediate imine deaminase A homolog	8	gene	99114567	99129418	-
10940	POP1	POP1 homolog%2C ribonuclease P/MRP subunit	8	gene	99129521	99172069	+
79815	NIPAL2	NIPA like domain containing 2	8	gene	99202054	99306621	-
3788	KCNS2	potassium voltage-gated channel modifier subfamily S member 2	8	gene	99439250	99443025	+
6788	STK3	serine/threonine kinase 3	8	gene	99466859	99954799	-
116039	OSR2	odd-skipped related transciption factor 2	8	gene	99956631	99964332	+
157680	VPS13B	vacuolar protein sorting 13 homolog B	8	gene	100025494	100889814	+
693184	MIR599	microRNA 599	8	gene	100548864	100548958	-
100126309	MIR875	microRNA 875	8	gene	100549014	100549089	-
1345	COX6C	cytochrome c oxidase subunit 6C	8	gene	100890223	100906242	-
26166	RGS22	regulator of G-protein signaling 22	8	gene	100973164	101118344	-
100302165	MIR1273A	microRNA 1273a	8	gene	101036210	101036312	-
286151	FBXO43	F-box protein 43	8	gene	101145588	101158099	-
5440	POLR2K	RNA polymerase II subunit K	8	gene	101162839	101166230	+
6674	SPAG1	sperm associated antigen 1	8	gene	101170263	101254132	+
25897	RNF19A	ring finger protein 19A%2C RBR E3 ubiquitin protein ligase	8	gene	101269287	101348446	-
100616451	MIR4471	microRNA 4471	8	gene	101394991	101395073	+
157567	ANKRD46	ankyrin repeat domain 46	8	gene	101521980	101572014	-
169166	SNX31	sorting nexin 31	8	gene	101585110	101661893	-
26986	PABPC1	poly(A) binding protein cytoplasmic 1	8	gene	101715144	101734315	-
102466854	MIR7705	microRNA 7705	8	gene	101715196	101715252	-
7534	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	8	gene	101930804	101965623	-
441374	FLJ42969	uncharacterized LOC441374	8	gene	102064282	102088479	+
51123	ZNF706	zinc finger protein 706	8	gene	102209266	102218292	-
79977	GRHL2	grainyhead like transcription factor 2	8	gene	102504667	102681954	+
83988	NCALD	neurocalcin delta	8	gene	102698770	103137135	-
104054148	LOC104054148	uncharacterized LOC104054148	8	gene	102996660	103007078	+
100847001	MIR5680	microRNA 5680	8	gene	103137660	103137743	+
50484	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B	8	gene	103216729	103251346	-
101927221	UBR5-AS1	UBR5 antisense RNA 1	8	gene	103251679	103264402	+
51366	UBR5	ubiquitin protein ligase E3 component n-recognin 5	8	gene	103264501	103424917	-
4956	ODF1	outer dense fiber of sperm tails 1	8	gene	103563848	103573245	+
7071	KLF10	Kruppel like factor 10	8	gene	103661005	103668130	-
51582	AZIN1	antizyme inhibitor 1	8	gene	103838530	103876428	-
100506753	AZIN1-AS1	AZIN1 antisense RNA 1	8	gene	103876499	103990104	+
528	ATP6V1C1	ATPase H+ transporting V1 subunit C1	8	gene	104033248	104085285	+
379034	LINC01181	long intergenic non-protein coding RNA 1181	8	gene	104133260	104152583	+
157556	BAALC-AS2	BAALC antisense RNA 2	8	gene	104145191	104153570	-
79870	BAALC	brain and acute leukemia%2C cytoplasmic	8	gene	104152921	104242533	+
100422992	MIR3151	microRNA 3151	8	gene	104166842	104166917	+
100499183	BAALC-AS1	BAALC antisense RNA 1	8	gene	104169218	104184368	-
8323	FZD6	frizzled class receptor 6	8	gene	104310661	104345094	+
115908	CTHRC1	collagen triple helix repeat containing 1	8	gene	104383743	104395233	+
81034	SLC25A32	solute carrier family 25 member 32	8	gene	104410866	104427563	-
25879	DCAF13	DDB1 and CUL4 associated factor 13	8	gene	104426942	104455681	+
9699	RIMS2	regulating synaptic membrane exocytosis 2	8	gene	104512976	105266656	+
81501	DCSTAMP	dendrocyte expressed seven transmembrane protein	8	gene	105352024	105368917	+
1807	DPYS	dihydropyrimidinase	8	gene	105391652	105479277	-
693127	MIR548A3	microRNA 548a-3	8	gene	105496597	105496693	-
29967	LRP12	LDL receptor related protein 12	8	gene	105501459	105601252	-
23414	ZFPM2	zinc finger protein%2C FOG family member 2	8	gene	106331147	106816767	+
102723356	ZFPM2-AS1	ZFPM2 antisense RNA 1	8	gene	106792638	107072731	-
55074	OXR1	oxidation resistance 1	8	gene	107282406	107764922	+
137735	ABRA	actin binding Rho activating protein	8	gene	107771711	107782472	-
284	ANGPT1	angiopoietin 1	8	gene	108261710	108510283	-
340419	RSPO2	R-spondin 2	8	gene	108911544	109095913	-
3646	EIF3E	eukaryotic translation initiation factor 3 subunit E	8	gene	109213972	109260959	-
9694	EMC2	ER membrane protein complex subunit 2	8	gene	109455812	109501417	+
157753	TMEM74	transmembrane protein 74	8	gene	109619079	109799844	-
7201	TRHR	thyrotropin releasing hormone receptor	8	gene	110099653	110131813	+
84955	NUDCD1	NudC domain containing 1	8	gene	110253148	110346350	-
56943	ENY2	ENY2%2C transcription and export complex 2 subunit	8	gene	110346552	110358189	+
93035	PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	8	gene	110374706	110543500	+
9166	EBAG9	estrogen receptor binding site associated%2C antigen%2C 9	8	gene	110551929	110578225	+
55638	SYBU	syntabulin	8	gene	110586207	110704020	-
100132813	LOC100132813	uncharacterized LOC100132813	8	gene	110656344	110660313	+
27012	KCNV1	potassium voltage-gated channel modifier subfamily V member 1	8	gene	110975874	110988076	-
101927459	LINC01608	long intergenic non-protein coding RNA 1608	8	gene	111949919	112039662	-
101927487	LINC01609	long intergenic non-protein coding RNA 1609	8	gene	112111190	112248432	-
114788	CSMD3	CUB and Sushi multiple domains 3	8	gene	113235157	114449242	-
100302225	MIR2053	microRNA 2053	8	gene	113655722	113655812	+
7227	TRPS1	transcriptional repressor GATA binding 1	8	gene	116420724	116681255	-
100859921	LINC00536	long intergenic non-protein coding RNA 536	8	gene	116962736	117337297	-
8667	EIF3H	eukaryotic translation initiation factor 3 subunit H	8	gene	117657055	117768062	-
105375713	LOC105375713	uncharacterized LOC105375713	8	gene	117664339	117666864	+
84294	UTP23	UTP23%2C small subunit processome component	8	gene	117778742	117786923	+
5885	RAD21	RAD21 cohesin complex component	8	gene	117858173	117887105	-
644660	RAD21-AS1	RAD21 antisense RNA 1	8	gene	117886663	117889107	+
100500914	MIR3610	microRNA 3610	8	gene	117886967	117887039	-
441376	AARD	alanine and arginine rich domain containing protein	8	gene	117950464	117956239	+
169026	SLC30A8	solute carrier family 30 member 8	8	gene	117962512	118188953	+
90390	MED30	mediator complex subunit 30	8	gene	118532952	118552501	+
2131	EXT1	exostosin glycosyltransferase 1	8	gene	118811602	119124058	-
401474	SAMD12	sterile alpha motif domain containing 12	8	gene	119201694	119634234	-
552860	SAMD12-AS1	SAMD12 antisense RNA 1	8	gene	119633240	119738306	+
4982	TNFRSF11B	TNF receptor superfamily member 11b	8	gene	119935796	119964383	-
10584	COLEC10	collectin subfamily member 10	8	gene	119964406	120120694	+
101927513	LOC101927513	uncharacterized LOC101927513	8	gene	120075181	120081021	-
114569	MAL2	mal%2C T-cell differentiation protein 2 (gene/pseudogene)	8	gene	120220610	120257913	+
102466162	MIR548AZ	microRNA 548az	8	gene	120337411	120337505	+
4856	NOV	nephroblastoma overexpressed	8	gene	120428552	120436678	+
5168	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	8	gene	120569317	120685816	-
6873	TAF2	TATA-box binding protein associated factor 2	8	gene	120743014	120845074	-
79075	DSCC1	DNA replication and sister chromatid cohesion 1	8	gene	120846181	120868170	-
64798	DEPTOR	DEP domain containing MTOR interacting protein	8	gene	120885895	121063157	+
7373	COL14A1	collagen type XIV alpha 1 chain	8	gene	121137347	121385814	+
28998	MRPL13	mitochondrial ribosomal protein L13	8	gene	121408083	121457647	-
27085	MTBP	MDM2 binding protein	8	gene	121457638	121535875	+
6641	SNTB1	syntrophin beta 1	8	gene	121547985	121824309	-
101927543	LOC101927543	uncharacterized LOC101927543	8	gene	121773493	121789072	+
3037	HAS2	hyaluronan synthase 2	8	gene	122625271	122653630	-
594842	HAS2-AS1	HAS2 antisense RNA 1	8	gene	122651586	122657565	+
105375734	LOC105375734	uncharacterized LOC105375734	8	gene	123426566	123580883	-
104266958	LINC01151	long intergenic non-protein coding RNA 1151	8	gene	123682624	123706345	-
22882	ZHX2	zinc fingers and homeoboxes 2	8	gene	123793901	123986755	+
79139	DERL1	derlin 1	8	gene	124025404	124054663	-
93594	TBC1D31	TBC1 domain family member 31	8	gene	124084859	124164393	+
100189201	TRNAM11		8	gene	124169470	124169542	-
84985	FAM83A	family with sequence similarity 83 member A	8	gene	124191287	124222319	+
100131726	FAM83A-AS1	FAM83A antisense RNA 1	8	gene	124213412	124214983	-
100616260	MIR4663	microRNA 4663	8	gene	124228028	124228103	-
84933	C8orf76	chromosome 8 open reading frame 76	8	gene	124232196	124253638	-
100533106	ZHX1-C8orf76	ZHX1-C8orf76 readthrough	8	gene	124238429	124286727	-
11244	ZHX1	zinc fingers and homeoboxes 1	8	gene	124260690	124287781	-
29028	ATAD2	ATPase family%2C AAA domain containing 2	8	gene	124332090	124408705	-
100500863	MIR548AA1	microRNA 548aa-1	8	gene	124360274	124360370	+
693130	MIR548D1	microRNA 548d-1	8	gene	124360274	124360370	-
55093	WDYHV1	WDYHV motif containing 1	8	gene	124428965	124460331	+
114907	FBXO32	F-box protein 32	8	gene	124510127	124553493	-
340359	KLHL38	kelch like family member 38	8	gene	124657915	124665190	-
312	ANXA13	annexin A13	8	gene	124693034	124749666	-
157769	FAM91A1	family with sequence similarity 91 member A1	8	gene	124780679	124827692	+
654463	FER1L6	fer-1 like family member 6	8	gene	124864227	125132302	+
439941	FER1L6-AS1	FER1L6 antisense RNA 1	8	gene	124996378	125053023	-
157376	FER1L6-AS2	FER1L6 antisense RNA 2	8	gene	125058312	125183763	-
101927588	LOC101927588	uncharacterized LOC101927588	8	gene	125204932	125259639	-
157378	TMEM65	transmembrane protein 65	8	gene	125323159	125384940	-
55039	TRMT12	tRNA methyltransferase 12 homolog	8	gene	125463048	125465267	+
101927612	RNF139-AS1	RNF139 antisense RNA 1 (head to head)	8	gene	125474734	125486804	-
11236	RNF139	ring finger protein 139	8	gene	125487008	125500859	+
83940	TATDN1	TatD DNase domain containing 1	8	gene	125500735	125551329	-
102466200	MIR6844	microRNA 6844	8	gene	125520756	125520817	-
4715	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	8	gene	125551343	125562227	+
9788	MTSS1	MTSS1%2C I-BAR domain containing	8	gene	125563011	125740748	-
100616255	MIR4662B	microRNA 4662b	8	gene	125834220	125834300	-
100616221	MIR4662A	microRNA 4662a	8	gene	125834227	125834293	+
157381	LINC00964	long intergenic non-protein coding RNA 964	8	gene	125954250	125963337	+
137209	ZNF572	zinc finger protein 572	8	gene	125985539	125991631	+
105375744	LOC105375744	uncharacterized LOC105375744	8	gene	126009230	126010440	-
6713	SQLE	squalene epoxidase	8	gene	126010720	126034525	+
9897	WASHC5	WASH complex subunit 5	8	gene	126036502	126104061	-
286053	NSMCE2	NSE2/MMS21 homolog%2C SMC5-SMC6 complex SUMO ligase	8	gene	126104083	126379367	+
10221	TRIB1	tribbles pseudokinase 1	8	gene	126442563	126450647	+
100130231	LINC00861	long intergenic non-protein coding RNA 861	8	gene	126934767	126963441	-
101927657	LOC101927657	uncharacterized LOC101927657	8	gene	127337740	127341780	+
157638	FAM84B	family with sequence similarity 84 member B	8	gene	127564683	127570711	-
100750225	PCAT1	prostate cancer associated transcript 1 (non-protein coding)	8	gene	128025399	128033259	+
103164619	PCAT2	prostate cancer associated transcript 2 (non-protein coding)	8	gene	128084939	128094466	-
101867536	PRNCR1	prostate cancer associated non-coding RNA 1	8	gene	128092119	128104840	+
103021165	CASC19	cancer susceptibility candidate 19 (non-protein coding)	8	gene	128200030	128209872	-
100507056	CCAT1	colon cancer associated transcript 1 (non-protein coding)	8	gene	128219627	128231513	-
103021164	CASC21	cancer susceptibility candidate 21 (non-protein coding)	8	gene	128256882	128404876	+
727677	CASC8	cancer susceptibility candidate 8 (non-protein coding)	8	gene	128301921	128494384	-
101805488	CCAT2	colon cancer associated transcript 2 (non-protein coding)	8	gene	128412644	128414395	+
5462	POU5F1B	POU class 5 homeobox 1B	8	gene	128427857	128429455	+
100270680	CASC11	cancer susceptibility candidate 11 (non-protein coding)	8	gene	128712853	128746213	-
4609	MYC	v-myc avian myelocytomatosis viral oncogene homolog	8	gene	128748315	128753680	+
5820	PVT1	Pvt1 oncogene (non-protein coding)	8	gene	128806779	129113499	+
100302185	MIR1204	microRNA 1204	8	gene	128808208	128808274	+
641384	TMEM75	transmembrane protein 75	8	gene	128958805	128960969	-
100302161	MIR1205	microRNA 1205	8	gene	128972879	128972941	+
100302170	MIR1206	microRNA 1206	8	gene	129021144	129021202	+
100302175	MIR1207	microRNA 1207	8	gene	129061398	129061484	+
100302281	MIR1208	microRNA 1208	8	gene	129162362	129162434	+
101927774	LINC00824	long intergenic non-protein coding RNA 824	8	gene	129417515	129576925	-
728724	LINC00977	long intergenic non-protein coding RNA 977	8	gene	130228713	130253486	-
137196	CCDC26	CCDC26 long non-coding RNA	8	gene	130363940	130692485	-
100500839	MIR3686	microRNA 3686	8	gene	130496303	130496388	-
56169	GSDMC	gasdermin C	8	gene	130760442	130799134	-
51571	FAM49B	family with sequence similarity 49 member B	8	gene	130851839	131028897	-
100847051	MIR5194	microRNA 5194	8	gene	131020580	131020699	-
50807	ASAP1	ArfGAP with SH3 domain%2C ankyrin repeat and PH domain 1	8	gene	131064350	131455906	-
100507117	ASAP1-IT2	ASAP1 intronic transcript 2	8	gene	131094984	131097014	-
29065	ASAP1-IT1	ASAP1 intronic transcript 1	8	gene	131307601	131308779	-
114	ADCY8	adenylate cyclase 8	8	gene	131792547	132052835	-
23167	EFR3A	EFR3 homolog A	8	gene	132916335	133025889	+
729330	OC90	otoconin 90	8	gene	133036467	133071627	-
10086	HHLA1	HERV-H LTR-associating 1	8	gene	133073733	133117512	-
3786	KCNQ3	potassium voltage-gated channel subfamily Q member 3	8	gene	133133105	133493004	-
93668	HPYR1	Helicobacter pylori responsive 1 (non-protein coding)	8	gene	133572745	133573726	-
23639	LRRC6	leucine rich repeat containing 6	8	gene	133582667	133687863	-
137835	TMEM71	transmembrane protein 71	8	gene	133722191	133772914	-
51105	PHF20L1	PHD finger protein 20-like 1	8	gene	133787604	133861052	+
7038	TG	thyroglobulin	8	gene	133879205	134147143	+
6503	SLA	Src like adaptor	8	gene	134048973	134115310	-
102466865	MIR7848	microRNA 7848	8	gene	134058726	134058826	-
8840	WISP1	WNT1 inducible signaling pathway protein 1	8	gene	134203282	134243933	+
10397	NDRG1	N-myc downstream regulated 1	8	gene	134249414	134309547	-
6482	ST3GAL1	ST3 beta-galactoside alpha-2%2C3-sialyltransferase 1	8	gene	134467091	134584183	-
105375773	LOC105375773	uncharacterized LOC105375773	8	gene	134676004	134696309	-
101927798	LOC101927798	uncharacterized LOC101927798	8	gene	134787794	134789595	-
101927822	LOC101927822	uncharacterized LOC101927822	8	gene	134898739	134914650	+
57623	ZFAT	zinc finger and AT-hook domain containing	8	gene	135490031	135725292	-
594840	ZFAT-AS1	ZFAT antisense RNA 1	8	gene	135610314	135612932	+
407030	MIR30B	microRNA 30b	8	gene	135812763	135812850	-
407033	MIR30D	microRNA 30d	8	gene	135817119	135817188	-
552853	NCRNA00250	non-protein coding RNA 250	8	gene	135850312	135854880	+
101927845	LOC101927845	uncharacterized LOC101927845	8	gene	135862178	135894142	+
286094	LINC01591	long intergenic non-protein coding RNA 1591	8	gene	136246374	136311962	+
10656	KHDRBS3	KH RNA binding domain containing%2C signal transduction associated 3	8	gene	136469708	136659853	+
101927915	LOC101927915	uncharacterized LOC101927915	8	gene	138418344	138425831	-
51059	FAM135B	family with sequence similarity 135 member B	8	gene	139142266	139509065	-
169044	COL22A1	collagen type XXII alpha 1 chain	8	gene	139600478	139926249	-
51305	KCNK9	potassium two pore domain channel subfamily K member 9	8	gene	140613081	140715299	-
83696	TRAPPC9	trafficking protein particle complex 9	8	gene	140739968	141468678	-
359809	PEG13	paternally expressed 13	8	gene	141104993	141110634	-
54108	CHRAC1	chromatin accessibility complex 1	8	gene	141521397	141527252	+
27161	AGO2	argonaute 2%2C RISC catalytic component	8	gene	141541264	141645646	-
5747	PTK2	protein tyrosine kinase 2	8	gene	141668481	142011412	-
442893	MIR151A	microRNA 151a	8	gene	141742663	141742752	-
22898	DENND3	DENN domain containing 3	8	gene	142138720	142205901	+
57210	SLC45A4	solute carrier family 45 member 4	8	gene	142217265	142264728	-
105375787	LOC105375787	uncharacterized LOC105375787	8	gene	142264666	142266916	+
731779	LINC01300	long intergenic non-protein coding RNA 1300	8	gene	142350648	142354720	+
2843	GPR20	G protein-coupled receptor 20	8	gene	142366585	142377365	-
11156	PTP4A3	protein tyrosine phosphatase type IVA%2C member 3	8	gene	142431488	142442554	+
389690	MROH5	maestro heat like repeat family member 5	8	gene	142443929	142517330	-
100302147	MIR1302-7	microRNA 1302-7	8	gene	142867603	142867674	-
100616268	MIR4472-1	microRNA 4472-1	8	gene	143257700	143257779	+
619434	LINC00051	long intergenic non-protein coding RNA 51	8	gene	143279717	143290364	+
203062	TSNARE1	t-SNARE domain containing 1	8	gene	143293441	143484610	-
575	ADGRB1	adhesion G protein-coupled receptor B1	8	gene	143545377	143626368	+
23237	ARC	activity regulated cytoskeleton associated protein	8	gene	143692405	143695833	-
101928087	LOC101928087	uncharacterized LOC101928087	8	gene	143719949	143722027	+
8629	JRK	Jrk helix-turn-helix protein	8	gene	143738874	143751412	-
8000	PSCA	prostate stem cell antigen	8	gene	143751726	143764145	+
54742	LY6K	lymphocyte antigen 6 complex%2C locus K	8	gene	143781529	143785588	+
100288181	LOC100288181	uncharacterized LOC100288181	8	gene	143783670	143808391	-
51337	THEM6	thioesterase superfamily member 6	8	gene	143808621	143818350	+
57152	SLURP1	secreted LY6/PLAUR domain containing 1	8	gene	143822362	143823829	-
137797	LYPD2	LY6/PLAUR domain containing 2	8	gene	143831568	143833952	-
66004	LYNX1	Ly6/neurotoxin 1	8	gene	143845752	143859264	-
8581	LY6D	lymphocyte antigen 6 complex%2C locus D	8	gene	143866298	143868008	-
2765	GML	glycosylphosphatidylinositol anchored molecule like	8	gene	143916217	143928262	+
1584	CYP11B1	cytochrome P450 family 11 subfamily B member 1	8	gene	143953773	143961236	-
1585	CYP11B2	cytochrome P450 family 11 subfamily B member 2	8	gene	143991975	143999259	-
100133669	LOC100133669	uncharacterized LOC100133669	8	gene	144063448	144099807	-
4061	LY6E	lymphocyte antigen 6 complex%2C locus E	8	gene	144099902	144103827	+
286122	C8orf31	chromosome 8 open reading frame 31	8	gene	144120626	144135720	+
4062	LY6H	lymphocyte antigen 6 complex%2C locus H	8	gene	144239331	144242053	-
338328	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	8	gene	144295068	144299044	+
286128	ZFP41	ZFP41 zinc finger protein	8	gene	144328991	144344875	+
2738	GLI4	GLI family zinc finger 4	8	gene	144349607	144359101	+
100507316	MINCR	MYC-induced long noncoding RNA	8	gene	144362325	144363870	-
79943	ZNF696	zinc finger protein 696	8	gene	144373559	144382122	+
116447	TOP1MT	topoisomerase (DNA) I%2C mitochondrial	8	gene	144391494	144442147	-
78998	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)	8	gene	144448793	144450805	-
114822	RHPN1	rhophilin Rho GTPase binding protein 1	8	gene	144451025	144466390	+
104326051	MAFA-AS1	MAFA antisense RNA 1	8	gene	144499849	144501320	+
389692	MAFA	MAF bZIP transcription factor A	8	gene	144510230	144512602	-
23144	ZC3H3	zinc finger CCCH-type containing 3	8	gene	144519825	144623620	-
79792	GSDMD	gasdermin D	8	gene	144635557	144645232	+
642475	MROH6	maestro heat like repeat family member 6	8	gene	144648362	144654928	-
93100	NAPRT	nicotinate phosphoribosyltransferase	8	gene	144656955	144660521	-
1936	EEF1D	eukaryotic translation elongation factor 1 delta	8	gene	144661892	144679845	-
84948	TIGD5	tigger transposable element derived 5	8	gene	144680074	144682485	+
65263	PYCRL	pyrroline-5-carboxylate reductase-like	8	gene	144685394	144691784	-
7264	TSTA3	tissue specific transplantation antigen P35B	8	gene	144694788	144699732	-
9831	ZNF623	zinc finger protein 623	8	gene	144718183	144735900	+
286075	ZNF707	zinc finger protein 707	8	gene	144766622	144777555	+
286076	BREA2	breast cancer estrogen-induced apoptosis 2	8	gene	144779285	144780583	+
100130274	CCDC166	coiled-coil domain containing 166	8	gene	144788864	144790279	-
101928160	LOC101928160	uncharacterized LOC101928160	8	gene	144790221	144796068	+
225689	MAPK15	mitogen-activated protein kinase 15	8	gene	144798507	144804633	+
286077	FAM83H	family with sequence similarity 83 member H	8	gene	144806103	144815914	-
100616318	MIR4664	microRNA 4664	8	gene	144815253	144815323	-
100128338	FAM83H-AS1	FAM83H antisense RNA 1 (head to head)	8	gene	144816310	144828507	+
23513	SCRIB	scribbled planar cell polarity protein	8	gene	144873090	144897549	-
100126338	MIR937	microRNA 937	8	gene	144895127	144895212	-
22827	PUF60	poly(U) binding splicing factor 60	8	gene	144898514	144911556	-
340371	NRBP2	nuclear receptor binding protein 2	8	gene	144915755	144923146	-
102466748	MIR6845	microRNA 6845	8	gene	144919928	144919988	-
5339	PLEC	plectin	8	gene	144989315	145050913	-
724031	MIR661	microRNA 661	8	gene	145019359	145019447	-
84875	PARP10	poly(ADP-ribose) polymerase family member 10	8	gene	145051320	145060639	-
2907	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1	8	gene	145064226	145067583	+
375686	SPATC1	spermatogenesis and centriole associated 1	8	gene	145086582	145102015	+
26873	OPLAH	5-oxoprolinase (ATP-hydrolysing)	8	gene	145106167	145115606	-
102465509	MIR6846	microRNA 6846	8	gene	145112224	145112283	-
54512	EXOSC4	exosome component 4	8	gene	145133522	145135551	+
102465510	MIR6847	microRNA 6847	8	gene	145134777	145134845	+
8733	GPAA1	glycosylphosphatidylinositol anchor attachment 1	8	gene	145137524	145141119	+
1537	CYC1	cytochrome c1	8	gene	145149938	145152430	+
81858	SHARPIN	SHANK associated RH domain interactor	8	gene	145153536	145159140	-
84232	MAF1	MAF1 homolog%2C negative regulator of RNA polymerase III	8	gene	145159305	145162515	+
340390	WDR97	WD repeat domain 97	8	gene	145162595	145171286	+
51236	HGH1	HGH1 homolog	8	gene	145192672	145195746	+
727957	MROH1	maestro heat like repeat family member 1	8	gene	145202919	145316843	+
102465906	MIR7112	microRNA 7112	8	gene	145317576	145317640	-
642658	SCX	scleraxis bHLH transcription factor	8	gene	145321461	145323386	+
3297	HSF1	heat shock transcription factor 1	8	gene	145515251	145538389	+
8694	DGAT1	diacylglycerol O-acyltransferase 1	8	gene	145538246	145550582	-
102465511	MIR6848	microRNA 6848	8	gene	145540909	145540978	-
83482	SCRT1	scratch family transcriptional repressor 1	8	gene	145554228	145559943	-
340393	TMEM249	transmembrane protein 249	8	gene	145576886	145579269	-
26233	FBXL6	F-box and leucine rich repeat protein 6	8	gene	145579088	145582183	-
79581	SLC52A2	solute carrier family 52 member 2	8	gene	145582217	145584946	+
101928902	LOC101928902	uncharacterized LOC101928902	8	gene	145592596	145596538	-
203054	ADCK5	aarF domain containing kinase 5	8	gene	145597704	145618457	+
